id;folder;mutantFile;numMutations;numDel;numAdd;appliedMutations;affectedSeedNodes;addedAxioms;removedAxioms
0;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave03.0.suave.owl;1;1;1;[suave.ChangeSolvesFunctionMutation(random)];[fd_spiral_high,solvesF,f_maintain_motion,f_generate_search_path];[[http://www.metacontrol.org/suave#fd_spiral_high, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_maintain_motion]];[[http://www.metacontrol.org/suave#fd_spiral_high, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_generate_search_path]]
1;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave03.1.suave.owl;1;1;1;[suave.ChangeQualityAttributTypeMutation(random)];[qa_motion_efficiency_normal,isQAtype,safety,performance];[[http://www.metacontrol.org/suave#qa_motion_efficiency_normal, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#safety]];[[http://www.metacontrol.org/suave#qa_motion_efficiency_normal, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#performance]]
2;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave03.2.suave.owl;1;1;1;[suave.ChangeQAComparisonOperatorMutation(random)];[water_visibility,qa_comparison_operator];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, ">="]];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<"]]
3;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave03.3.suave.owl;1;1;1;[suave.ChangeHasValueMutation(random)];[qa_water_visibility_medium,hasValue];[[http://www.metacontrol.org/suave#qa_water_visibility_medium, http://metacontrol.org/tomasys#hasValue, "-3.17"^^http://www.w3.org/2001/XMLSchema#decimal]];[[http://www.metacontrol.org/suave#qa_water_visibility_medium, http://metacontrol.org/tomasys#hasValue, "2.25"^^http://www.w3.org/2001/XMLSchema#decimal]]
4;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave03.4.suave.owl;1;1;1;[suave.ChangeQAComparisonOperatorMutation(random)];[water_visibility,qa_comparison_operator];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<="]];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<"]]
5;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave03.5.suave.owl;1;1;1;[suave.ChangeHasValueMutation(random)];[qa_search_efficiency_medium,hasValue];[[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://metacontrol.org/tomasys#hasValue, "7.157"^^http://www.w3.org/2001/XMLSchema#decimal]];[[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://metacontrol.org/tomasys#hasValue, "0.5"^^http://www.w3.org/2001/XMLSchema#decimal]]
6;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave03.6.suave.owl;1;1;1;[suave.ChangeQualityAttributTypeMutation(random)];[qa_water_visibility_low,isQAtype,performance,water_visibility];[[http://www.metacontrol.org/suave#qa_water_visibility_low, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#performance]];[[http://www.metacontrol.org/suave#qa_water_visibility_low, http://metacontrol.org/tomasys#isQAtype, http://www.metacontrol.org/suave#water_visibility]]
7;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave03.7.suave.owl;1;1;1;[suave.ChangeSolvesFunctionMutation(random)];[fd_recover_thrusters,solvesF,f_follow_pipeline,f_maintain_motion];[[http://www.metacontrol.org/suave#fd_recover_thrusters, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_follow_pipeline]];[[http://www.metacontrol.org/suave#fd_recover_thrusters, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_maintain_motion]]
8;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave03.8.suave.owl;1;1;0;[suave.RemoveQAEstimationMutation(random)];[fd_spiral_high,hasQAestimation,qa_water_visibility_high];[];[[http://www.metacontrol.org/suave#fd_spiral_high, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_water_visibility_high]]
9;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave03.9.suave.owl;1;1;1;[suave.ChangeQualityAttributTypeMutation(random)];[qa_search_efficiency_low,isQAtype,energy,performance];[[http://www.metacontrol.org/suave#qa_search_efficiency_low, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#energy]];[[http://www.metacontrol.org/suave#qa_search_efficiency_low, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#performance]]
